influencer_id,influencer_name,platform,category,followers,engagement_rate_percent,avg_likes,avg_comments,country,brand_collaborations
1069,Aaron Neal,TikTok,Fashion,2902607,4.17,27629,2476,USA,50
1070,John Le,Facebook,Food,102257,6.79,30931,3396,UK,126
1071,Sean Harrison,LinkedIn,Gaming,3815919,6.23,19061,2743,Australia,134
1072,Brent Thomas,Instagram,Beauty,2596334,12.21,19627,157,India,56
1073,Daniel Williams,Instagram,Fitness,1337701,7.56,49409,2108,UK,197
1074,Norma Johnston,TikTok,Technology,4394625,3.44,45632,6261,USA,192
1075,Ryan Mckinney,Twitter,Fitness,2726267,2.78,22483,6789,India,30
1076,Edward Li,YouTube,Fashion,4671687,8.21,16014,8868,India,176
1077,Brian James,Twitter,Gaming,3601956,13.0,47277,9566,UK,130
1078,Sue Vargas,Twitter,Fashion,3466156,14.53,36943,5506,USA,167
1079,Wesley Meyer,Instagram,Gaming,538499,10.94,10820,8253,India,120
1080,Maria Burke,Instagram,Beauty,4064665,12.13,13803,6431,Canada,99
1081,Megan Ferguson,Twitter,Gaming,3299769,4.2,40514,4996,Canada,45
1082,Tina Burnett,YouTube,Fitness,4255016,2.03,27241,5367,Australia,132
1083,Daniel Koch,YouTube,Fitness,2348812,5.71,44918,8070,Australia,13
1084,Katherine Gordon,LinkedIn,Technology,1452502,10.35,2122,3705,Canada,93
1085,April Perkins,Twitter,Fitness,1835652,5.83,43766,1783,USA,40
1086,Melissa Conway,YouTube,Beauty,2105982,11.35,45272,7363,UK,107
1087,Joshua George,LinkedIn,Gaming,3789529,12.63,22533,797,USA,14
1088,Steven Cross,TikTok,Travel,3097684,6.64,4136,7492,India,33
1089,Thomas Sanders,Facebook,Beauty,3339808,5.62,40901,4805,Australia,155
1090,John Brooks,YouTube,Beauty,607068,8.01,47497,9840,Australia,61
1091,Patrick Lyons,YouTube,Fashion,4259715,8.04,46829,1229,UK,31
1092,Jasmine Bird,TikTok,Food,2320761,9.22,27209,4414,Australia,23
1093,Michael Stone,Instagram,Food,2065368,6.6,23171,7236,Canada,89
1094,Dr. James Potter,YouTube,Fitness,1155826,8.11,46180,6356,India,146
1095,Tabitha Ellis,Twitter,Travel,2750697,10.19,43773,408,USA,145
1096,Derek Lewis,Facebook,Travel,2558864,8.87,19531,3128,UK,190
1097,Kristine Hicks,TikTok,Beauty,2684011,7.41,25992,1278,USA,139
1098,Ronald Villarreal,Facebook,Gaming,4497761,12.82,22378,289,India,182
1099,Alexander Taylor,Twitter,Technology,4888375,12.91,39050,5699,Canada,191
1100,Erin Butler,YouTube,Fitness,3722186,8.22,37083,5993,Australia,194
1101,Aimee Bell,Instagram,Fashion,1580318,6.37,38056,4685,India,40
1102,Derek Burns,TikTok,Fashion,3857030,1.43,36926,5380,USA,105
1103,Tracy Alexander,TikTok,Travel,289045,10.88,2825,7201,USA,1
1104,Jeremy Lane,YouTube,Gaming,1174185,1.41,46758,3537,Australia,141
1105,Blake Maldonado,YouTube,Fashion,841520,14.21,49799,9487,Australia,110
1106,Rodney Cain,TikTok,Fitness,3323039,12.93,29124,2705,India,52
1107,Lisa Castillo,Facebook,Travel,3723849,4.13,14766,6169,UK,108
1108,Thomas Torres,Twitter,Fashion,4052807,1.01,38065,61,UK,104
1109,Michael Rice,Facebook,Beauty,2735490,7.87,12800,9669,Canada,126
1110,David Barrett,Facebook,Food,4013407,1.48,29629,3316,Australia,63
1111,Brian Leonard,Twitter,Travel,637650,6.49,469,9692,UK,70
1112,Dustin White,Twitter,Travel,3572089,13.52,32550,3969,India,194
1113,Danielle Greene,LinkedIn,Food,2968779,8.24,35083,2060,India,42
1114,Alyssa Smith,Instagram,Fitness,2773567,3.97,38752,2905,Canada,108
1115,Joseph Reynolds,TikTok,Beauty,1072895,5.43,33417,817,India,145
1116,Robert Robinson,Facebook,Fashion,2750611,8.22,6039,4834,Canada,32
1117,Laura Watson,TikTok,Beauty,2647469,9.52,48158,232,India,7
1118,Mrs. Gina Daniels,Twitter,Fashion,591051,13.83,2388,7405,USA,133
1119,Angela Guzman,Facebook,Food,4249560,14.13,29003,3817,UK,187
1120,Elizabeth Collins,TikTok,Beauty,4162981,4.96,37616,3820,Australia,163
1121,Abigail Martin,Facebook,Fashion,273066,8.76,13906,1778,Australia,136
1122,Ryan Barnes,TikTok,Food,2668215,14.25,4535,8599,USA,37
1123,Mario Alvarez,Instagram,Technology,917124,3.82,19354,2081,Australia,164
1124,Jason Gonzalez,Twitter,Fitness,2124316,10.17,23592,1130,India,23
1125,Eric Romero,YouTube,Beauty,4890925,10.19,23258,9869,UK,192
1126,Stanley Walter,YouTube,Gaming,121800,9.09,37941,4651,India,47
1127,Crystal Park,LinkedIn,Travel,2630942,8.91,48487,9680,India,187
1128,Mrs. Casey Powell DDS,YouTube,Fitness,1915861,11.64,36657,8904,Canada,174
1129,Michael Taylor,TikTok,Beauty,3513626,14.82,28293,614,Canada,43
1130,Paul Hunter,Facebook,Beauty,4393176,9.08,4755,3329,UK,5
1131,Hannah Barker,TikTok,Travel,1783180,8.9,14378,8765,Canada,74
1132,Brent Russo,Twitter,Fitness,2435345,10.37,1499,8671,India,131
1133,Maria Vargas,YouTube,Gaming,1649805,6.7,49660,9333,USA,163
1134,Carla Gutierrez,YouTube,Food,3756713,10.88,49390,6276,USA,131
1135,Patricia Wright,TikTok,Fashion,1400589,13.28,22922,5081,Australia,21
1136,Michelle Roberts,YouTube,Fitness,4622547,5.56,7010,1292,Canada,131
1137,Rachel Hamilton,TikTok,Beauty,3481948,1.79,29530,6671,Canada,127
1138,Crystal Hicks,Twitter,Beauty,600583,9.3,43674,9173,Australia,156
1139,Caleb Fox,YouTube,Fashion,1131564,11.69,10329,8714,Canada,82
1140,April Jones,Facebook,Travel,3673980,4.78,41010,3062,USA,174
1141,Dominic Lopez,Instagram,Food,109542,3.93,28798,8028,Australia,124
1142,Angela Bullock,Twitter,Fitness,930157,9.32,17551,9802,Canada,170
1143,Natalie Stone,Facebook,Beauty,1468732,6.29,30596,1070,USA,104
1144,Laura Acosta,TikTok,Food,2364942,9.07,17058,5975,India,178
1145,Sherry Castro,TikTok,Technology,2594547,5.43,11745,5843,Canada,185
1146,Elizabeth Kelley,Facebook,Gaming,2521343,14.62,34061,8733,USA,83
1147,Tami Smith,Twitter,Beauty,1171176,11.08,39653,9415,India,182
1148,Brenda Byrd,Facebook,Fashion,944734,12.43,6851,1858,UK,189
1149,Kevin Ballard,YouTube,Beauty,3631426,7.67,15318,8923,UK,20
1150,Nathan Carter,Facebook,Gaming,2683399,7.44,27655,8120,India,167
1151,Sheila Kelly,TikTok,Beauty,3090267,1.84,34968,171,Australia,140
1152,Richard Tapia,YouTube,Fashion,1697794,8.06,38300,3679,UK,112
1153,Nicole Wolfe,YouTube,Beauty,2715645,10.84,31876,5263,Australia,110
1154,Steven Clarke,Twitter,Technology,434025,4.48,49026,5657,Canada,52
1155,John Sandoval DDS,LinkedIn,Travel,2023031,12.96,9978,4021,UK,160
1156,Mr. Justin Wood Jr.,Facebook,Food,3017254,2.94,3612,5574,India,82
1157,Courtney Deleon,LinkedIn,Gaming,2830002,11.11,8847,6613,USA,138
1158,Virginia Collins,Twitter,Fitness,4563697,1.11,10991,4432,USA,119
1159,Shannon Meyer,Twitter,Travel,744844,6.29,49084,6404,USA,184
1160,Jorge Anderson,TikTok,Travel,4289666,13.73,30423,4131,Canada,107
1161,Nancy Miller,YouTube,Gaming,1509802,14.34,30862,422,USA,176
1162,Timothy Mendez,Facebook,Food,4669337,5.82,36817,7292,USA,106
1163,Larry Patterson,YouTube,Fashion,4418520,2.34,40123,2559,USA,186
1164,Harold Lopez,Instagram,Beauty,4798539,14.32,46809,2898,USA,36
1165,Troy Vega,Instagram,Beauty,4282786,11.55,25774,3058,UK,62
1166,Dalton Perez,Twitter,Fashion,4864425,4.51,32985,5926,UK,88
1167,Roberto Morrison,LinkedIn,Travel,3088485,4.89,10860,5234,Australia,136
1168,Laura Hawkins,Instagram,Fashion,2006183,2.2,15320,5707,Canada,58
1169,Kayla Brewer,YouTube,Travel,235797,3.84,9973,7083,Canada,49
1170,William Garcia,LinkedIn,Fashion,2738903,10.35,20308,7339,Australia,194
1171,Sarah Warner,Facebook,Food,4586746,14.32,6670,7009,Australia,150
1172,Troy Carrillo,Instagram,Fitness,3664189,10.16,9783,6027,India,135
1173,Christopher Lee,LinkedIn,Food,3505980,3.42,35243,5160,Canada,75
1174,Barbara Casey,TikTok,Fashion,1765351,5.17,45006,8602,Australia,45
1175,Karen Sanchez,YouTube,Beauty,1770161,1.28,23791,8939,Canada,46
1176,Zoe Higgins,Twitter,Gaming,4368656,9.37,19071,6492,Canada,171
1177,Carrie Edwards,Instagram,Food,1791702,6.5,13361,4019,India,142
1178,Brandon Phelps,Instagram,Food,2463168,6.42,10434,6477,USA,132
1179,Amanda Barajas,YouTube,Gaming,120801,4.3,26656,5125,Australia,13
1180,Robert Foley,Facebook,Beauty,4325886,12.56,43844,8205,UK,147
1181,Clifford Rodriguez,TikTok,Beauty,678263,9.84,15798,4183,USA,175
1182,Mark Aguilar,Instagram,Fashion,290989,4.2,46848,1624,Canada,106
1183,Dan Hopkins,TikTok,Fitness,1971219,11.76,49365,2374,Australia,71
1184,Joshua Edwards,Facebook,Fashion,3044664,12.72,19112,63,Australia,163
1185,Erin Castro,TikTok,Fitness,2780067,7.35,10771,9439,UK,20
1186,Juan Adkins,LinkedIn,Technology,874186,9.87,34640,7015,India,10
1187,Karen Hanson,TikTok,Gaming,3210898,11.24,2967,1005,USA,100
1188,Lucas Ward,LinkedIn,Fashion,52399,5.15,41855,1722,Canada,68
1189,Robert Martinez,Twitter,Travel,2815381,3.79,7043,6241,USA,80
1190,Christopher Anderson,Instagram,Food,2328471,2.02,25584,8074,Australia,140
1191,Rebecca Powell,TikTok,Beauty,2415998,5.47,14573,2436,India,111
1192,Jeffrey Young,YouTube,Gaming,2929847,1.78,18044,2524,USA,199
1193,Joseph Barker,Facebook,Technology,4403608,9.01,48762,4185,India,118
1194,Alan Williams,Twitter,Fashion,640753,12.2,45124,7623,USA,158
1195,Jennifer Fuller DDS,YouTube,Fitness,4327926,6.25,43433,438,UK,164
1196,Brian Johnson,TikTok,Food,256276,12.77,6279,4158,Australia,87
1197,Edward Meyer,Twitter,Fitness,1963808,14.02,8099,8205,India,66
1198,Megan Anderson,Facebook,Technology,3818501,9.05,16842,1101,USA,145
1199,Edward Powers,Facebook,Beauty,4634894,10.73,49804,9506,USA,41
1200,Diane Wright,YouTube,Travel,49541,12.49,44105,9012,India,92
1201,Matthew Fritz,LinkedIn,Beauty,1519317,1.67,44668,5823,USA,29
1202,Jennifer Esparza,LinkedIn,Fashion,3696076,13.22,7977,2607,Canada,156
1203,Ashley Allen,Instagram,Beauty,3609034,3.33,21570,954,Canada,189
1204,Toni Morton,YouTube,Technology,1913376,14.82,49241,9852,India,60
1205,Melinda Perez,YouTube,Beauty,2478544,4.34,45188,2785,UK,12
1206,Johnny Mendez,LinkedIn,Food,1413528,7.81,10058,3947,Australia,59
1207,Justin Brown,Facebook,Fashion,4244195,14.44,49821,3820,Canada,165
1208,Paul Ward,YouTube,Travel,3297593,5.97,38375,9717,UK,40
1209,Randy Tucker,Twitter,Travel,4716591,11.61,1355,3150,USA,7
1210,Kelly Miller,Facebook,Beauty,4386034,6.75,6393,4730,Australia,106
1211,Jennifer Campos,LinkedIn,Gaming,2062852,12.61,3167,8463,UK,6
1212,Margaret Nichols,Facebook,Gaming,2791889,14.64,33599,8139,India,86
1213,Sherri Orozco,Facebook,Fashion,4904572,1.39,36609,2072,USA,120
1214,Sandra Mccarty,Instagram,Travel,4096541,3.39,3506,7938,UK,74
1215,Amanda Wilson,Twitter,Fitness,2158177,7.59,37324,1776,India,121
1216,Jeffrey Kim,Facebook,Beauty,1048520,7.78,46909,181,India,52
1217,David Wolfe,LinkedIn,Gaming,2150162,5.99,33138,4559,Australia,102
1218,Gloria Buck,TikTok,Beauty,2765498,10.44,13738,7865,UK,200
1219,Lindsey Martin,TikTok,Food,2334178,9.38,421,7269,USA,57
1220,Bill Nelson,Instagram,Beauty,3304081,6.3,19248,7719,UK,27
1221,Elizabeth Mcdaniel,Instagram,Travel,1242344,1.09,203,3181,Canada,133
1222,Deborah Gonzalez,Twitter,Fitness,4985612,3.95,23403,2195,Australia,174
1223,Elizabeth Willis,Instagram,Technology,4913622,9.75,14252,9536,USA,199
1224,Joshua Owens,Instagram,Fitness,3062973,2.64,26047,9976,UK,124
1225,Nichole Anderson,Twitter,Food,3701692,6.23,27542,9205,UK,144
1226,James Harper,Twitter,Fashion,431501,4.04,28107,3236,Canada,121
1227,Derek Williams,Facebook,Fitness,4390253,1.97,17245,9088,India,64
1228,Alexandra Brandt,TikTok,Technology,2838891,4.42,10371,8460,USA,194
1229,Douglas Walters,LinkedIn,Beauty,1848285,1.16,23555,3957,Australia,94
1230,Anna Miller,TikTok,Fashion,1138908,11.37,34304,8823,UK,49
1231,Patrick Gillespie,LinkedIn,Beauty,1517999,9.4,30770,3898,UK,181
1232,Jamie Francis,Facebook,Travel,254295,2.3,39579,8029,UK,117
1233,Robert Mendoza,TikTok,Fitness,2761213,4.81,44137,7385,Canada,10
1234,Kathryn Ward,LinkedIn,Fashion,2311721,11.65,37843,6852,Canada,137
1235,Timothy Gibbs,Facebook,Beauty,570185,9.44,25617,5531,Australia,123
1236,Mark Howell,TikTok,Fashion,3781911,4.26,2152,3306,UK,6
1237,Emily Novak,TikTok,Travel,2879324,7.58,47895,9531,India,14
1238,Katherine Barnes,Instagram,Technology,4353754,13.11,7276,8161,UK,110
1239,Kayla Johnson,Instagram,Food,2332309,13.47,46854,2666,India,176
1240,Connie Mcpherson,LinkedIn,Food,4219294,10.24,43468,7457,India,174
1241,Cynthia Moore,LinkedIn,Travel,3560649,14.34,6710,6363,UK,130
1242,Joshua Mitchell,TikTok,Fitness,3881518,3.53,20298,1169,India,9
1243,James Byrd,Facebook,Food,2212994,8.53,36533,6894,Canada,29
1244,Debra Anderson,TikTok,Gaming,1220593,6.39,10573,9018,India,142
1245,Valerie Mejia,LinkedIn,Beauty,1205357,12.77,7811,2743,Canada,195
1246,Timothy Williams,LinkedIn,Travel,4717179,9.73,24153,2716,UK,148
1247,Tony Campbell,TikTok,Fashion,4887363,1.9,41923,8700,UK,26
1248,Rachel Oneal,LinkedIn,Beauty,2917507,10.48,22037,6047,USA,120
1249,Nathan Melendez,Facebook,Fitness,1904456,1.86,29966,6841,USA,32
1250,Sandra Vaughn,LinkedIn,Food,4443709,5.49,32476,377,Canada,32
1251,Rebecca Singh,Facebook,Technology,3651782,11.52,35976,1584,UK,192
1252,Kenneth Woods,Instagram,Gaming,2563096,1.03,48218,4472,India,114
1253,Derek Guerra,YouTube,Fitness,3101358,6.74,8163,854,Canada,80
1254,Brooke Jordan,LinkedIn,Food,339482,7.22,10514,9593,Canada,135
1255,Adrian Simpson,LinkedIn,Travel,1354321,3.47,43466,5429,UK,40
1256,Heather Wilson,Twitter,Technology,3804832,13.94,17049,9665,Canada,148
1257,Donna Kelly,Facebook,Fashion,1252596,13.55,42179,9794,Canada,177
1258,Tyler Leonard,TikTok,Gaming,1635991,12.37,21183,4539,Canada,188
1259,Cynthia Owens,TikTok,Beauty,3073119,8.12,36819,4007,Canada,18
1260,William Mcknight,Facebook,Fitness,502959,12.75,38567,2360,UK,166
1261,Mr. Christopher Contreras,TikTok,Gaming,4951040,1.77,32577,7549,India,143
1262,Marc Perkins MD,TikTok,Fashion,2717336,3.73,41727,1770,Canada,75
1263,Haley Ward,Facebook,Fashion,1883396,10.81,10441,5757,Canada,16
1264,Paige Hood,YouTube,Fashion,393095,5.11,26904,6521,Canada,120
1265,Peter Williams,Instagram,Food,2954818,3.07,7341,2571,Canada,148
1266,John Owens,TikTok,Fitness,3932850,2.44,48681,5357,India,106
1267,Rebecca Torres,Twitter,Food,2480918,3.5,10407,9350,Australia,7
1268,Joshua Browning,LinkedIn,Gaming,2468168,3.95,6698,8000,Canada,119
1269,Kelsey Cohen,YouTube,Beauty,3336640,2.9,28831,587,USA,189
1270,Linda Larsen,Instagram,Food,2918060,5.37,42065,3823,Australia,18
1271,Nancy Crawford,TikTok,Technology,2673336,8.14,31720,2086,UK,108
1272,Joel Young,TikTok,Beauty,455485,12.57,30731,8414,USA,168
1273,Tiffany Kerr,TikTok,Travel,376836,10.55,1505,6422,India,82
1274,Theresa White,YouTube,Food,2944739,1.46,4338,3912,UK,8
1275,Cheryl Fleming,YouTube,Fitness,3954254,4.17,44141,928,Canada,99
1276,Troy Mitchell,Facebook,Technology,3684040,7.1,43090,89,UK,60
1277,Amy Powers,Twitter,Gaming,1500547,4.89,7565,6768,Australia,72
1278,Samantha Ross,Twitter,Fitness,1857018,5.69,32905,7136,India,120
1279,Karen Phillips,Facebook,Travel,4615990,10.32,4542,3948,Australia,9
1280,Nicholas Hernandez,YouTube,Fashion,2793830,7.34,14752,6215,Canada,143
1281,Wesley Ryan,Facebook,Technology,4699383,6.39,24498,2205,Canada,29
1282,Bryan Jones,TikTok,Fashion,2645952,2.67,48273,5718,UK,128
1283,Nicholas Terry,YouTube,Travel,71454,6.1,24576,611,Australia,103
1284,Madison Stafford,Facebook,Technology,4460405,7.9,6169,2095,USA,88
1285,Virginia Shepard DDS,Twitter,Travel,4922420,9.16,38722,7130,USA,82
1286,Lisa Kane,YouTube,Beauty,4709663,6.56,26259,4058,UK,111
1287,Ronald Washington,Twitter,Fitness,210343,1.49,22036,5686,India,94
1288,Kathleen Novak,LinkedIn,Beauty,734101,7.76,49598,7339,UK,20
1289,Andrea Johnson,LinkedIn,Technology,4908589,3.81,38632,5501,USA,18
1290,Wendy Monroe,YouTube,Technology,1449362,7.36,16561,5496,Australia,166
1291,Bradley Bell,LinkedIn,Food,167882,10.37,27828,2633,India,51
1292,Michael Brandt,Instagram,Food,2256230,6.84,18268,6191,India,82
1293,Sarah Jordan,TikTok,Beauty,1248360,14.14,22079,4087,USA,37
1294,Kristen Garner,Facebook,Beauty,1070601,12.86,29568,661,Australia,25
1295,Lori Tran,LinkedIn,Gaming,21225,2.5,7187,2769,Australia,185
1296,Anne Estes,LinkedIn,Travel,3714875,2.01,17956,733,Australia,154
1297,Steven Elliott,Facebook,Travel,2107130,4.45,43748,1976,USA,103
1298,Mr. Joshua Mendez,LinkedIn,Fitness,4323871,2.54,643,252,Australia,5
1299,Chad Stafford,LinkedIn,Travel,2715809,8.21,881,5421,Australia,11
1300,Wendy Singleton,Instagram,Fitness,4585424,2.69,14297,4650,India,88
1301,Jackie Young,Twitter,Fashion,280603,8.74,45639,810,UK,97
1302,Troy Kane,Twitter,Travel,1857869,5.78,47329,7099,Australia,152
1303,Carol Jackson,Instagram,Beauty,320073,9.89,15560,1142,India,106
1304,Dean Weber,TikTok,Fashion,3480939,8.96,9084,1250,USA,75
1305,Gary White,TikTok,Beauty,3609481,14.48,17026,2382,Australia,30
1306,Nicole Ferguson,Twitter,Gaming,1251174,10.88,22822,9293,Australia,49
1307,David Lam,Instagram,Food,3327410,11.88,17629,8363,Australia,68
1308,Brad Rasmussen,Twitter,Technology,4906556,13.62,39344,1246,USA,100
1309,Travis Castro,YouTube,Fashion,38747,13.07,16136,3691,India,186
1310,Patrick Ortega,Facebook,Food,2179660,11.43,45113,5819,Canada,184
1311,Erica Thomas,TikTok,Technology,1007492,11.63,32276,8413,India,55
1312,Melissa Sullivan,LinkedIn,Travel,191417,5.0,22733,959,UK,61
1313,Maxwell Garcia,TikTok,Technology,4206288,8.98,42648,1665,Canada,70
1314,Travis Lang,TikTok,Fitness,2951354,1.55,47555,9253,UK,49
1315,Heather Shaw,YouTube,Fashion,1093058,11.76,31017,2440,UK,187
1316,Christopher Webb,TikTok,Technology,4636410,13.84,6262,3073,Canada,26
1317,Miss Crystal Ward,LinkedIn,Technology,1826111,10.37,23892,8048,UK,83
1318,Robert Vargas,LinkedIn,Gaming,4565141,6.56,973,5310,Australia,52
1319,Melinda Leach,Instagram,Travel,4837944,4.44,14468,6065,UK,163
1320,Sarah Scott,Twitter,Gaming,2343549,12.77,31152,8457,Australia,91
1321,Cody Ray,LinkedIn,Fashion,4737195,8.64,38734,2837,India,111
1322,Edwin Brennan,LinkedIn,Fitness,3214455,6.22,11750,6089,Australia,107
1323,Angela Sanchez,TikTok,Gaming,1192783,14.33,10797,2295,USA,107
1324,Lauren Ramirez,YouTube,Food,4521390,4.3,22412,3799,UK,32
1325,Erin Barnes,Twitter,Travel,4467290,3.88,46218,5662,UK,163
1326,Deborah Palmer,Twitter,Beauty,3946158,12.69,2244,2657,USA,132
1327,Zoe Newman,TikTok,Food,149880,2.23,5386,458,Canada,34
1328,Lucas Shaw,Instagram,Fitness,4732413,5.15,49179,6353,Australia,74
1329,Curtis Collier,Facebook,Gaming,2244586,7.37,14095,4567,India,165
1330,James Gordon,LinkedIn,Fashion,2365533,10.75,2108,3574,USA,62
1331,Christopher Osborne,TikTok,Beauty,1038639,12.58,43549,7015,Canada,147
1332,Michelle Porter,TikTok,Gaming,419903,13.44,31973,4230,Canada,124
1333,Holly Yang,Twitter,Fashion,1139697,11.52,5308,1027,UK,1
1334,Sean Marks,Facebook,Fitness,4625675,4.23,48706,7692,Australia,45
1335,Anthony Cook,Instagram,Gaming,3308465,1.25,35899,7343,Canada,183
1336,Stephanie Cordova,Facebook,Gaming,3991275,12.0,14628,3106,UK,37
1337,Patricia Johnson,LinkedIn,Fitness,1118786,5.54,40467,2144,USA,68
1338,Julia Johnson,TikTok,Food,1075989,6.04,29657,2993,Canada,117
1339,Kevin Jackson,Twitter,Technology,2117060,6.07,3239,2720,India,169
1340,Rachel Frazier,Facebook,Fitness,4372855,8.36,6210,1655,UK,135
1341,Gary Sanchez,Instagram,Fitness,2593179,7.05,46694,6220,USA,136
1342,Ryan Young,TikTok,Gaming,1932837,9.15,35111,8034,Australia,130
1343,Laura Barnes,Instagram,Beauty,2498561,3.47,49126,4695,Canada,85
1344,Linda Mills,YouTube,Technology,4932214,11.81,43575,8260,Australia,80
1345,Isabella Donaldson,Instagram,Food,3751328,11.54,37863,4024,Australia,46
1346,Robert Kelly,YouTube,Gaming,4415291,5.76,41975,914,USA,82
1347,Karen Diaz,TikTok,Gaming,2605550,6.7,43692,7789,Australia,75
1348,Amy Wright,TikTok,Gaming,3452990,11.45,29739,8627,India,134
1349,Aaron Whitney,TikTok,Fitness,4778368,8.23,47127,6807,India,58
1350,Jay Smith,Twitter,Technology,4817665,5.56,41860,5394,Australia,35
1351,David Leonard,LinkedIn,Technology,543266,2.61,49142,7199,USA,59
1352,Joseph Benton,Instagram,Fashion,2787598,14.46,40651,4620,Canada,55
1353,Nicholas Kelly,TikTok,Fitness,4147734,7.82,26381,3242,Australia,150
1354,Mark Villa,Facebook,Technology,3180893,13.37,36978,8104,Canada,146
1355,Leah Harris,LinkedIn,Gaming,721536,10.91,41496,2538,USA,6
1356,Jennifer Stephenson,Twitter,Fashion,370035,8.7,1623,514,India,191
1357,Amy Kelly,TikTok,Gaming,2144478,3.49,27377,9787,India,102
1358,Kathleen Jenkins,Facebook,Food,1529445,5.48,21291,9623,UK,28
1359,Christopher Andrews,Instagram,Travel,2126321,13.14,45928,6533,Canada,26
1360,Neil Chavez,Instagram,Fashion,118609,10.29,46838,4364,UK,132
1361,David Porter,Facebook,Fitness,4058967,13.6,43285,2878,Canada,173
1362,Dawn Powell,Twitter,Gaming,2458846,13.27,38708,6476,Canada,90
1363,Jon Lowery,LinkedIn,Fitness,1079008,9.67,3040,5677,India,117
1364,Jason Martin,YouTube,Gaming,1043683,9.21,21850,1067,USA,168
1365,Lindsay Turner,Facebook,Fitness,1822530,13.11,49833,3870,UK,60
1366,Jamie Adams,Twitter,Food,3625041,7.49,44654,7950,Canada,114
1367,Patrick Payne,Twitter,Beauty,1785054,4.51,8624,6377,UK,137
1368,Devin Thomas,YouTube,Gaming,4045202,5.52,4661,168,UK,182
1369,Darlene Wilson,Instagram,Technology,4952702,7.13,166,7725,Canada,20
1370,Vincent Adkins,Instagram,Beauty,1530477,13.14,27162,1418,Australia,153
1371,Rodney Andrews,Facebook,Food,296534,7.74,25858,6775,Australia,196
1372,Michael Perry,Facebook,Food,4174635,12.66,10032,1496,Canada,31
1373,Stephanie Estrada,YouTube,Technology,1429397,5.06,25662,6953,Australia,169
1374,Michelle Kennedy,Twitter,Fashion,2056040,11.96,14388,2537,UK,194
1375,Johnny Burns,LinkedIn,Technology,1655448,6.42,46966,2385,UK,84
1376,Brooke Ford,Twitter,Food,4463898,7.24,32187,3409,UK,187
1377,Lisa James,LinkedIn,Beauty,89248,7.64,6235,927,Canada,46
1378,Samantha Walton,Twitter,Travel,4384818,10.64,19599,7577,Canada,69
1379,Paul Wolf,Instagram,Fitness,3483940,11.49,44655,6227,India,67
1380,Beth Garcia,Twitter,Fitness,1717389,10.19,7133,9409,Canada,46
1381,Gina Mcmahon,Twitter,Technology,3703709,5.67,16855,3673,Australia,196
1382,Megan Johnson,Instagram,Gaming,321863,9.16,39759,5539,Canada,103
1383,Alan Macdonald,Instagram,Gaming,1827301,14.98,25912,3310,Canada,38
1384,Tammy Torres,Instagram,Technology,991864,12.1,44587,1285,Canada,67
1385,Patricia Russell,TikTok,Beauty,474842,7.23,48659,928,UK,129
1386,Becky Ross,Twitter,Gaming,907759,2.27,23951,3221,Canada,192
1387,Tracey Carter,Facebook,Fitness,2067442,9.46,31736,2693,Australia,82
1388,Kathleen Stewart,TikTok,Food,4872641,11.49,30299,7701,India,86
1389,Adrienne Thompson,LinkedIn,Travel,3025445,5.17,46907,625,Canada,23
1390,Mary Campbell,LinkedIn,Food,1528959,10.71,40010,9872,India,84
1391,Mariah Nguyen,YouTube,Beauty,2454175,10.85,31443,175,India,169
1392,Michele Franco,YouTube,Beauty,1068806,9.03,45674,1738,USA,33
1393,Richard Nelson,YouTube,Food,3281741,8.13,17258,6912,India,41
1394,Joseph Bell,LinkedIn,Beauty,540710,4.5,35210,4724,India,93
1395,Becky Harvey,Twitter,Fitness,4192973,7.75,48717,9973,India,135
1396,Christopher Orozco DDS,Twitter,Gaming,2231638,3.42,24637,1054,Australia,91
1397,John Salas,TikTok,Food,3471166,11.54,43775,5993,UK,143
1398,Amber Alvarez,Twitter,Technology,1313909,3.17,23793,2144,Australia,83
1399,Nicole Rich,Instagram,Beauty,4668187,7.86,28750,3214,India,171
1400,Christine Hudson,LinkedIn,Beauty,1270711,11.75,46859,2925,Australia,58
1401,Courtney Farrell,YouTube,Travel,1976831,6.0,28859,8656,Australia,128
1402,Erica Glenn,YouTube,Technology,872325,6.24,39331,6736,UK,125
1403,Breanna Lopez,Twitter,Technology,1315064,6.75,48434,8192,UK,106
1404,Bryan Reid,Facebook,Fashion,2324480,10.46,29909,2492,Australia,63
1405,Alfred Carter,Instagram,Travel,862580,11.61,23261,827,Australia,140
1406,Chad Flores,TikTok,Technology,413029,14.08,26518,5107,UK,193
1407,Aaron Schneider,Facebook,Travel,215427,11.46,7381,216,UK,136
1408,Sharon Peters,LinkedIn,Gaming,89394,2.52,36541,6908,Canada,153
1409,Tracey Smith,Facebook,Technology,4126705,12.25,32838,7151,India,151
1410,Kenneth Reid,Twitter,Travel,1780604,7.25,28068,6195,USA,99
1411,Dustin Ellis,Facebook,Fitness,2481320,6.44,14469,3853,UK,114
1412,Lance Anderson,LinkedIn,Food,3714517,4.87,15099,3274,Canada,148
1413,Scott Potter,Twitter,Food,1241650,3.19,11258,8244,India,158
1414,Shawn Pollard,YouTube,Fitness,623976,5.83,31879,4774,USA,141
1415,Jose Sanchez,Facebook,Fashion,4184706,4.43,21276,2716,India,154
